시군명,구/읍면동명,사고년도,사고유형구분,다발지역FID,다발지역ID,법정동코드,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,사고다발지역폴리곤정보
화성시,능동,2014,스쿨존내어린이사고다발지,6090173,2015042,41590118,41590001,경기도 화성시1,경기도 화성시 능동(푸른초교 부근),1,1,1,0,0,0,37.201517165686,127.055977245754,"{""type"":""Polygon"",""coordinates"":[[[127.0583668,37.2034286],[127.0579636,37.203704],[127.0575115,37.2039257],[127.0570215,37.204088],[127.0565059,37.204187],[127.0559772,37.2042203],[127.0554486,37.204187],[127.054933,37.204088],[127.054443,37.2039257],[127.0539909,37.203704],[127.0535877,37.2034286],[127.0532433,37.203106],[127.0529662,37.2027443],[127.0527633,37.2023524],[127.0526395,37.20194],[127.052598,37.2015171],[127.0526396,37.2010943],[127.0527634,37.2006818],[127.0529663,37.2002899],[127.0532434,37.1999283],[127.0535878,37.1996057],[127.053991,37.1993303],[127.0544431,37.1991086],[127.054933,37.1989463],[127.0554486,37.1988473],[127.0559772,37.198814],[127.0565059,37.1988473],[127.0570215,37.1989463],[127.0575114,37.1991086],[127.0579635,37.1993303],[127.0583667,37.1996057],[127.0587111,37.1999283],[127.0589882,37.2002899],[127.0591911,37.2006818],[127.0593149,37.2010943],[127.0593565,37.2015171],[127.0593149,37.20194],[127.0591912,37.2023524],[127.0589883,37.2027443],[127.0587112,37.203106],[127.0583668,37.2034286]]]}"
부천시,소사구,2013,스쿨존내어린이사고다발지,181774,2014095,4119710200,41197001,경기도 부천시 소사구1,경기도 부천시 소사구 심곡본동(부천남초교 부근),2,2,0,1,1,0,37.481211367212,126.781857567474,"{""type"":""Polygon"",""coordinates"":[[[126.784256,37.4831227],[126.7838513,37.4833981],[126.7833975,37.4836198],[126.7829057,37.4837821],[126.7823882,37.4838811],[126.7818576,37.4839144],[126.7813269,37.4838811],[126.7808094,37.4837821],[126.7803177,37.4836198],[126.7798638,37.4833981],[126.7794591,37.4831227],[126.7791135,37.4828001],[126.7788354,37.4824385],[126.7786317,37.4820466],[126.7785075,37.4816342],[126.7784657,37.4812113],[126.7785075,37.4807885],[126.7786318,37.480376],[126.7788355,37.4799842],[126.7791136,37.4796225],[126.7794592,37.4793],[126.779864,37.4790246],[126.7803178,37.4788029],[126.7808095,37.4786406],[126.781327,37.4785416],[126.7818576,37.4785083],[126.7823881,37.4785416],[126.7829057,37.4786406],[126.7833974,37.4788029],[126.7838512,37.4790246],[126.7842559,37.4793],[126.7846016,37.4796225],[126.7848797,37.4799842],[126.7850834,37.480376],[126.7852076,37.4807885],[126.7852494,37.4812113],[126.7852077,37.4816342],[126.7850834,37.4820466],[126.7848798,37.4824385],[126.7846017,37.4828001],[126.784256,37.4831227]]]}"
광주시,오포읍,2013,스쿨존내어린이사고다발지,181762,2014095,4161025027,41610002,경기도 광주시2,경기도 광주시 오포읍(매곡초교 부근),2,2,0,1,1,0,37.372254903142,127.247494113164,"{""type"":""Polygon"",""coordinates"":[[[127.2498891,37.3741662],[127.249485,37.3744417],[127.2490318,37.3746634],[127.2485408,37.3748257],[127.248024,37.3749247],[127.2474941,37.374958],[127.2469643,37.3749247],[127.2464475,37.3748257],[127.2459564,37.3746634],[127.2455033,37.3744417],[127.2450991,37.3741662],[127.244754,37.3738437],[127.2444763,37.373482],[127.2442729,37.3730902],[127.2441489,37.3726777],[127.2441072,37.3722549],[127.2441489,37.371832],[127.244273,37.3714196],[127.2444764,37.3710277],[127.2447541,37.370666],[127.2450993,37.3703435],[127.2455034,37.3700681],[127.2459565,37.3698464],[127.2464475,37.3696841],[127.2469643,37.3695851],[127.2474941,37.3695518],[127.2480239,37.3695851],[127.2485407,37.3696841],[127.2490317,37.3698464],[127.2494848,37.3700681],[127.249889,37.3703435],[127.2502341,37.370666],[127.2505118,37.3710277],[127.2507152,37.3714196],[127.2508393,37.371832],[127.250881,37.3722549],[127.2508394,37.3726777],[127.2507153,37.3730902],[127.2505119,37.373482],[127.2502343,37.3738437],[127.2498891,37.3741662]]]}"
안산시,단원구,2013,스쿨존내어린이사고다발지,182723,2014095,4127310900,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 선부동(안산화정초교 부근),2,2,0,0,2,0,37.345074554448,126.815376329855,"{""type"":""Polygon"",""coordinates"":[[[126.8177704,37.3469859],[126.8173665,37.3472614],[126.8169135,37.347483],[126.8164226,37.3476453],[126.815906,37.3477444],[126.8153763,37.3477776],[126.8148467,37.3477444],[126.8143301,37.3476453],[126.8138392,37.347483],[126.8133862,37.3472614],[126.8129822,37.3469859],[126.8126372,37.3466634],[126.8123596,37.3463017],[126.8121563,37.3459098],[126.8120323,37.3454974],[126.8119906,37.3450745],[126.8120323,37.3446517],[126.8121564,37.3442392],[126.8123597,37.3438473],[126.8126373,37.3434857],[126.8129823,37.3431632],[126.8133863,37.3428877],[126.8138393,37.3426661],[126.8143301,37.3425038],[126.8148467,37.3424047],[126.8153763,37.3423715],[126.815906,37.3424047],[126.8164225,37.3425038],[126.8169134,37.3426661],[126.8173663,37.3428877],[126.8177703,37.3431632],[126.8181154,37.3434857],[126.818393,37.3438473],[126.8185963,37.3442392],[126.8187203,37.3446517],[126.818762,37.3450745],[126.8187204,37.3454974],[126.8185964,37.3459098],[126.8183931,37.3463017],[126.8181155,37.3466634],[126.8177704,37.3469859]]]}"
광주시,퇴촌면,2013,스쿨존내어린이사고다발지,181778,2014095,4161034025,41610001,경기도 광주시1,경기도 광주시 퇴촌면(도수초교 부근),2,2,0,2,0,0,37.471515629644,127.316531044873,"{""type"":""Polygon"",""coordinates"":[[[127.3189292,37.4734269],[127.3185245,37.4737024],[127.3180708,37.473924],[127.3175791,37.4740864],[127.3170616,37.4741854],[127.316531,37.4742187],[127.3160005,37.4741854],[127.315483,37.4740864],[127.3149913,37.473924],[127.3145376,37.4737024],[127.3141329,37.4734269],[127.3137873,37.4731044],[127.3135092,37.4727427],[127.3133056,37.4723509],[127.3131814,37.4719384],[127.3131396,37.4715156],[127.3131814,37.4710927],[127.3133057,37.4706803],[127.3135093,37.4702884],[127.3137874,37.4699268],[127.314133,37.4696043],[127.3145377,37.4693288],[127.3149914,37.4691072],[127.3154831,37.4689449],[127.3160005,37.4688459],[127.316531,37.4688126],[127.3170616,37.4688459],[127.317579,37.4689449],[127.3180707,37.4691072],[127.3185244,37.4693288],[127.3189291,37.4696043],[127.3192747,37.4699268],[127.3195528,37.4702884],[127.3197564,37.4706803],[127.3198807,37.4710927],[127.3199224,37.4715156],[127.3198807,37.4719384],[127.3197565,37.4723509],[127.3195529,37.4727427],[127.3192748,37.4731044],[127.3189292,37.4734269]]]}"
포천시,소흘읍,2013,스쿨존내어린이사고다발지,181770,2014095,4165025000,41650001,경기도 포천시1,경기도 포천시 소흘읍(태봉초교 부근),2,3,0,0,3,0,37.833794445158,127.144310353241,"{""type"":""Polygon"",""coordinates"":[[[127.1467202,37.8357056],[127.1463135,37.8359811],[127.1458576,37.8362027],[127.1453635,37.836365],[127.1448435,37.836464],[127.1443104,37.8364973],[127.1437772,37.836464],[127.1432572,37.836365],[127.1427631,37.8362027],[127.1423072,37.8359811],[127.1419005,37.8357056],[127.1415532,37.8353831],[127.1412738,37.8350215],[127.1410692,37.8346296],[127.1409444,37.8342172],[127.1409024,37.8337944],[127.1409444,37.8333716],[127.1410693,37.8329592],[127.1412739,37.8325673],[127.1415533,37.8322057],[127.1419007,37.8318832],[127.1423073,37.8316078],[127.1427632,37.8313862],[127.1432573,37.8312239],[127.1437773,37.8311249],[127.1443104,37.8310916],[127.1448434,37.8311249],[127.1453634,37.8312239],[127.1458575,37.8313862],[127.1463134,37.8316078],[127.1467201,37.8318832],[127.1470674,37.8322057],[127.1473468,37.8325673],[127.1475514,37.8329592],[127.1476763,37.8333716],[127.1477183,37.8337944],[127.1476763,37.8342172],[127.1475515,37.8346296],[127.1473469,37.8350215],[127.1470675,37.8353831],[127.1467202,37.8357056]]]}"
남양주시,가운동,2012,스쿨존내어린이사고다발지,99533,2013060,4136010700,41360001,경기도 남양주시1,경기도 남양주시 가운동(가운초교 부근),2,2,0,0,2,0,37.600652987446,127.156887845998,"{""type"":""Polygon"",""coordinates"":[[[127.1592901,37.6025643],[127.1588848,37.6028397],[127.1584302,37.6030613],[127.1579377,37.6032237],[127.1574193,37.6033227],[127.1568878,37.603356],[127.1563564,37.6033227],[127.155838,37.6032237],[127.1553455,37.6030613],[127.1548909,37.6028397],[127.1544856,37.6025643],[127.1541394,37.6022417],[127.1538608,37.6018801],[127.1536568,37.6014882],[127.1535324,37.6010758],[127.1534906,37.6006529],[127.1535324,37.6002301],[127.1536569,37.5998177],[127.1538609,37.5994258],[127.1541395,37.5990642],[127.1544857,37.5987417],[127.154891,37.5984662],[127.1553456,37.5982446],[127.1558381,37.5980823],[127.1563564,37.5979833],[127.1568878,37.59795],[127.1574193,37.5979833],[127.1579376,37.5980823],[127.1584301,37.5982446],[127.1588846,37.5984662],[127.15929,37.5987417],[127.1596362,37.5990642],[127.1599148,37.5994258],[127.1601188,37.5998177],[127.1602433,37.6002301],[127.1602851,37.6006529],[127.1602433,37.6010758],[127.1601189,37.6014882],[127.1599149,37.6018801],[127.1596363,37.6022417],[127.1592901,37.6025643]]]}"
평택시,장당동,2012,스쿨존내어린이사고다발지,99530,2013060,4122010200,41220001,경기도 평택시1,경기도 평택시 장당동(장당초교 부근),2,2,0,1,1,0,37.050395508147,127.057356631305,"{""type"":""Polygon"",""coordinates"":[[[127.0597415,37.052307],[127.059339,37.0525824],[127.0588878,37.0528041],[127.0583988,37.0529664],[127.0578842,37.0530654],[127.0573566,37.0530987],[127.056829,37.0530654],[127.0563144,37.0529664],[127.0558255,37.0528041],[127.0553742,37.0525824],[127.0549718,37.052307],[127.0546281,37.0519844],[127.0543516,37.0516227],[127.0541491,37.0512308],[127.0540256,37.0508183],[127.0539841,37.0503955],[127.0540256,37.0499726],[127.0541492,37.0495601],[127.0543517,37.0491682],[127.0546282,37.0488066],[127.0549719,37.048484],[127.0553743,37.0482085],[127.0558256,37.0479869],[127.0563145,37.0478246],[127.0568291,37.0477256],[127.0573566,37.0476923],[127.0578842,37.0477256],[127.0583988,37.0478246],[127.0588877,37.0479869],[127.0593389,37.0482085],[127.0597413,37.048484],[127.060085,37.0488066],[127.0603616,37.0491682],[127.0605641,37.0495601],[127.0606877,37.0499726],[127.0607292,37.0503955],[127.0606877,37.0508183],[127.0605642,37.0512308],[127.0603617,37.0516227],[127.0600852,37.0519844],[127.0597415,37.052307]]]}"
부천시,원미구,2012,스쿨존내어린이사고다발지,99529,2013060,4119510900,41195001,경기도 부천시 원미구1,경기도 부천시 원미구 상동(송내초교 부근),2,2,0,1,1,0,37.490115001707,126.76012162991,"{""type"":""Polygon"",""coordinates"":[[[126.7625204,37.4920263],[126.7621156,37.4923018],[126.7616617,37.4925234],[126.7611699,37.4926857],[126.7606523,37.4927847],[126.7601216,37.492818],[126.7595909,37.4927847],[126.7590733,37.4926857],[126.7585815,37.4925234],[126.7581277,37.4923018],[126.7577229,37.4920263],[126.7573772,37.4917038],[126.7570991,37.4913421],[126.7568954,37.4909502],[126.7567711,37.4905378],[126.7567294,37.490115],[126.7567712,37.4896921],[126.7568955,37.4892797],[126.7570992,37.4888878],[126.7573773,37.4885262],[126.757723,37.4882037],[126.7581278,37.4879282],[126.7585816,37.4877066],[126.7590734,37.4875443],[126.759591,37.4874453],[126.7601216,37.487412],[126.7606523,37.4874453],[126.7611699,37.4875443],[126.7616616,37.4877066],[126.7621155,37.4879282],[126.7625202,37.4882037],[126.762866,37.4885262],[126.7631441,37.4888878],[126.7633478,37.4892797],[126.7634721,37.4896921],[126.7635139,37.490115],[126.7634721,37.4905378],[126.7633479,37.4909502],[126.7631442,37.4913421],[126.7628661,37.4917038],[126.7625204,37.4920263]]]}"
수원시,영통구,2012,스쿨존내어린이사고다발지,99527,2013060,4111710100,41117001,경기도 수원시 영통구1,경기도 수원시 영통구 매탄동(매탄초교 효동초교 부근),2,2,0,1,1,0,37.262664037516,127.044647487692,"{""type"":""Polygon"",""coordinates"":[[[127.047039,37.2645754],[127.0466354,37.2648509],[127.0461829,37.2650725],[127.0456926,37.2652349],[127.0451766,37.2653339],[127.0446475,37.2653672],[127.0441184,37.2653339],[127.0436024,37.2652349],[127.043112,37.2650725],[127.0426595,37.2648509],[127.042256,37.2645754],[127.0419113,37.2642529],[127.041634,37.2638912],[127.041431,37.2634993],[127.0413071,37.2630869],[127.0412655,37.262664],[127.0413071,37.2622411],[127.041431,37.2618287],[127.0416341,37.2614368],[127.0419114,37.2610751],[127.0422561,37.2607526],[127.0426596,37.2604771],[127.0431121,37.2602555],[127.0436024,37.2600932],[127.0441184,37.2599942],[127.0446475,37.2599609],[127.0451765,37.2599942],[127.0456926,37.2600932],[127.0461828,37.2602555],[127.0466353,37.2604771],[127.0470389,37.2607526],[127.0473835,37.2610751],[127.0476608,37.2614368],[127.0478639,37.2618287],[127.0479878,37.2622411],[127.0480295,37.262664],[127.0479879,37.2630869],[127.047864,37.2634993],[127.0476609,37.2638912],[127.0473837,37.2642529],[127.047039,37.2645754]]]}"
의정부시,장암동,2012,스쿨존내어린이사고다발지,99528,2013060,4115010300,41150001,경기도 의정부시1,경기도 의정부시 장암동(동암초교 부근),2,2,0,1,1,0,37.723345117284,127.053496816626,"{""type"":""Polygon"",""coordinates"":[[[127.0559031,37.7252563],[127.055497,37.7255318],[127.0550417,37.7257534],[127.0545484,37.7259157],[127.0540292,37.7260148],[127.0534968,37.726048],[127.0529645,37.7260148],[127.0524452,37.7259157],[127.0519519,37.7257534],[127.0514966,37.7255318],[127.0510906,37.7252563],[127.0507438,37.7249338],[127.0504648,37.7245722],[127.0502605,37.7241803],[127.0501358,37.7237679],[127.050094,37.7233451],[127.0501359,37.7229222],[127.0502606,37.7225098],[127.0504649,37.722118],[127.0507439,37.7217564],[127.0510907,37.7214338],[127.0514967,37.7211584],[127.051952,37.7209368],[127.0524453,37.7207745],[127.0529645,37.7206755],[127.0534968,37.7206422],[127.0540291,37.7206755],[127.0545483,37.7207745],[127.0550416,37.7209368],[127.0554969,37.7211584],[127.0559029,37.7214338],[127.0562497,37.7217564],[127.0565287,37.722118],[127.0567331,37.7225098],[127.0568578,37.7229222],[127.0568997,37.7233451],[127.0568578,37.7237679],[127.0567332,37.7241803],[127.0565288,37.7245722],[127.0562498,37.7249338],[127.0559031,37.7252563]]]}"
안산시,단원구,2012,스쿨존내어린이사고다발지,99532,2013060,4127310900,41273002,경기도 안산시 단원구2,경기도 안산시 단원구 선부동(안산화정초교 부근),3,3,0,2,1,0,37.345343501203,126.816461118187,"{""type"":""Polygon"",""coordinates"":[[[126.8188552,37.3472548],[126.8184513,37.3475303],[126.8179983,37.347752],[126.8175074,37.3479143],[126.8169908,37.3480133],[126.8164611,37.3480466],[126.8159315,37.3480133],[126.8154148,37.3479143],[126.814924,37.347752],[126.814471,37.3475303],[126.814067,37.3472548],[126.813722,37.3469323],[126.8134444,37.3465706],[126.8132411,37.3461788],[126.8131171,37.3457663],[126.8130754,37.3453435],[126.8131171,37.3449206],[126.8132411,37.3445082],[126.8134445,37.3441163],[126.8137221,37.3437546],[126.8140671,37.3434321],[126.8144711,37.3431566],[126.8149241,37.342935],[126.8154149,37.3427727],[126.8159315,37.3426737],[126.8164611,37.3426404],[126.8169907,37.3426737],[126.8175073,37.3427727],[126.8179982,37.342935],[126.8184511,37.3431566],[126.8188551,37.3434321],[126.8192002,37.3437546],[126.8194778,37.3441163],[126.8196811,37.3445082],[126.8198051,37.3449206],[126.8198468,37.3453435],[126.8198052,37.3457663],[126.8196812,37.3461788],[126.8194779,37.3465706],[126.8192003,37.3469323],[126.8188552,37.3472548]]]}"
안산시,단원구,2012,스쿨존내어린이사고다발지,99531,2013060,4127310900,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 선부동(화랑초교 부근),2,2,0,1,1,0,37.331411397419,126.81807314576,"{""type"":""Polygon"",""coordinates"":[[[126.8204668,37.3333228],[126.8200629,37.3335982],[126.81961,37.3338199],[126.8191192,37.3339822],[126.8186027,37.3340812],[126.8180731,37.3341145],[126.8175436,37.3340812],[126.8170271,37.3339822],[126.8165363,37.3338199],[126.8160834,37.3335982],[126.8156795,37.3333228],[126.8153345,37.3330002],[126.815057,37.3326385],[126.8148537,37.3322467],[126.8147297,37.3318342],[126.8146881,37.3314113],[126.8147297,37.3309885],[126.8148538,37.3305761],[126.8150571,37.3301842],[126.8153346,37.3298225],[126.8156796,37.3295],[126.8160835,37.3292245],[126.8165364,37.3290029],[126.8170271,37.3288406],[126.8175436,37.3287416],[126.8180731,37.3287083],[126.8186027,37.3287416],[126.8191192,37.3288406],[126.8196099,37.3290029],[126.8200628,37.3292245],[126.8204667,37.3295],[126.8208117,37.3298225],[126.8210892,37.3301842],[126.8212925,37.3305761],[126.8214165,37.3309885],[126.8214582,37.3314113],[126.8214166,37.3318342],[126.8212926,37.3322467],[126.8210893,37.3326385],[126.8208118,37.3330002],[126.8204668,37.3333228]]]}"

