No.,시설명,설치장소,주소,X,Y
590,파란하늘어린이집 옆 놀이터,어린이집,제주특별자치도 제주시 우정로3길 18-7,126.4330703,33.49063343
591,사랑가득어린이집 옆 놀이터,어린이집,제주특별자치도 서귀포시 중앙로207번길 24,126.5563412,33.26313282
592,광명어린이집 뒷 놀이터,어린이집,제주특별자치도 제주시 황사평6길 90-46,126.56162,33.49113077
593,유진어린이집,어린이집,제주특별자치시 제주시 어도봉남길 20,126.301921,33.41638349
594,율곡어린이집,어린이집,제주특별자치시 제주시 용담로 94-3,126.5127828,33.51145824
595,안데르센어린이집 앞 놀이터,어린이집,제주특별자치도 서귀포시 중동로 41-6,126.5669842,33.25085446
596,조천삼일어린이집 놀이터,어린이집,제주특별자치도 제주시 조천읍 조와로1길 124,126.6351933,33.52559511
597,해뜨는어린이집 놀이터,어린이집,제주특별자치도 제주시 조천읍 신촌3길 3-5,126.6185291,33.53303667
598,다솜어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 일과로 31,126.2439313,33.23420988
599,슬기어린이집실외놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 삼달로229번길 4,126.8453132,33.37437335
600,가마어린이집놀이시설,어린이집,제주특별자치도 서귀포시 표선면 세화로26번길 33,126.8011518,33.307103
601,아이꿈터어린이집,어린이집,제주 제주시 조천읍 신촌리1811-2,126.6197446,33.53325681
602,해오름어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 구엄동1길 34,126.3789365,33.47704741
603,장미어린이집 놀이시설,어린이집,제주특별자치도 제주시 백포중길 19 ,126.4590738,33.50156921
604,도청어린이집 놀이시설,어린이집,제주 제주시 연동 제주특별자치도청제주특별자치도 제주시 문연로 30,126.4937954,33.46027094
605,도평어린이집 놀이시설,어린이집,제주 제주시 도평동제주특별자치도 제주시 도평길 22,126.4472141,33.47974345
606,제주근로복지공단어린이집 놀이시설,어린이집,제주특별자치도 제주시 지석4길 12,126.5788331,33.52051038
607,에덴숲어린이집 놀이시설,어린이집,제주특별자치도 제주시 연오로 113-10 ,126.5024233,33.48252113
608,세화어린이집 놀이시설,어린이집,제주특별자치도 제주시 구좌읍 충렬로 3-3,126.8569767,33.51973476
609,해길어린이집 놀이시설,어린이집,제주특별자치도 제주시 월산남길 46,126.4665737,33.470299
610,하귀어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 항몽로 41-3,126.4062183,33.48043644
611,딸기아트어린이집 놀이시설,어린이집,제주특별자치도 제주시 황새왓길 29-1 ,126.5523414,33.49798549
612,예솔어린이집 놀이시설,어린이집,제주특별자치도 제주시 용문로11길 33,126.5057545,33.50773376
613,꿈꾸는어린이집 놀이시설,어린이집,제주특별자치도 제주시 서사로12길 8,126.5189511,33.50545091
614,선도어린이집 놀이시설,어린이집,제주특별자치도 제주시 명림로 163-1 ,126.6106961,33.47241652
615,보목어린이집놀이시설,어린이집,제주특별자치도 서귀포시 보목로 85-2,126.6019478,33.24085587
616,행복한나무어린이집 놀이시설,어린이집,제주특별자치도 제주시 해안마을북길 13-26,126.4506857,33.46502712
617,해랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 월산남길 37-7 ,126.466514,33.47124541
618,제주삼성어린이집 놀이시설,어린이집,제주특별자치도 제주시 삼성로 17,126.5277861,33.50556624
619,이화어린이집 놀이시설,어린이집,제주특별자치도 제주시 사평6길 31-6,126.5146492,33.4895752
620,사임당어린이집 놀이시설,어린이집,제주특별자치도 제주시 사평4길 24-22 ,126.5110335,33.48963303
621,고슴도치어린이집 놀이시설,어린이집,제주특별자치도 제주시 월산남2길 27,126.4639338,33.46924172
622,인도어린이집 놀이시설,어린이집,제주특별자치도 제주시 도련안길 21 ,126.5867754,33.50959209
623,구좌원광어린이집 놀이시설,어린이집,제주특별자치도 제주시 구좌읍 세화11길 6-1,126.8613335,33.52134464
624,아이빌어린이집 놀이시설,어린이집,제주특별자치도 제주시 오등9길 27,126.5242821,33.47541281
625,해담은어린이집 놀이시설,어린이집,제주특별자치도 제주시 광평서길 16,126.4650743,33.47791088
626,녹원어린이집 놀이시설,어린이집,제주특별자치도 제주시 연미3길 30,126.5066771,33.48749694
627,일도2동어린이집 놀이시설,어린이집,제주특별자치도 제주시 동문로14길 16-1,126.5330355,33.51200552
628,내친구어린이집 놀이시설,어린이집,제주특별자치도 제주시 신산로9길 3,126.5344772,33.50809812
629,한림원광어린이집 놀이시설,어린이집,제주특별자치도 제주시 한림읍 명랑남길 13,126.2708934,33.41516749
630,금자동이어린이집 놀이시설,어린이집,제주특별자치도 제주시 연삼로 29-11,126.4962634,33.49457731
631,애월원광어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 애월로2길 10,126.3138107,33.46274612
632,아이캔어린이집 놀이시설,어린이집,제주특별자치도 제주시 연미길 74-2,126.5042877,33.48763161
633,키즈빌어린이집 놀이시설,어린이집,제주특별자치도 제주시 연신로 81-8 ,126.5495934,33.49460354
634,혜원어린이집 놀이시설,어린이집,제주특별자치도 제주시 동광로16길 25 ,126.5402028,33.50406251
635,드림어린이집 놀이시설,어린이집,제주특별자치도 제주시 일주서로 7486-2,126.4466535,33.49338184
636,재놀스배어린이집 놀이시설,어린이집,제주특별자치도 제주시 오일장서길 41-3,126.4736478,33.49579008
637,노란잠수함어린이집 놀이시설,어린이집,제주특별자치도 제주시 연사2길 16-9,126.5126501,33.48726827
638,우주어린이집 놀이시설,어린이집,제주특별자치도 제주시 비월1길 10,126.498095,33.48491081
639,보현어린이집 놀이시설,어린이집,제주특별자치도 제주시 간월동로5길 42,126.5485301,33.49010074
640,해선현어린이집 놀이시설,어린이집,제주특별자치도 제주시 내도3길 4-5,126.440104,33.49448826
641,혜솔어린이집 놀이시설,어린이집,제주특별자치도 제주시 진군남4길 20 ,126.4795404,33.47505167
642,유앤미어린이집 놀이시설,어린이집,제주특별자치도 제주시 홍랑길 38-10,126.5238722,33.50298166
643,제주시청직장어린이집 놀이시설,어린이집,제주특별자치도 제주시 광양9길 10,126.5313692,33.49973768
644,동화속어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 번대동1길 3,126.3928001,33.47763032
645,삼화어린이집 놀이시설,어린이집,제주특별자치도 제주시 선사로6길 85-1,126.5930548,33.52912327
646,공립삼도어린이집 놀이시설,어린이집,제주특별자치도 제주시 남성로26길 30,126.5239265,33.50678655
647,성지어린이집 놀이시설,어린이집,제주특별자치도 제주시 우정로3길 19,126.4330739,33.49171534
648,밝은뜨락어린이집 놀이시설,어린이집,제주특별자치도 제주시 우정로 94,126.4306582,33.48435634
649,봉개어린이집 놀이시설,어린이집,제주특별자치도 제주시 번영로 561-8,126.6013091,33.48771347
650,꾸러기어린이집 놀이시설,어린이집,제주특별자치도 제주시 삼성로 90,126.5346683,33.50859471
651,제주엔젤어린이집 놀이시설,어린이집,제주특별자치도 제주시 오등봉길 48-13,126.5206799,33.47702171
652,탐라원광어린이집 놀이시설,어린이집,제주특별자치도 제주시 오등봉길 80,126.5225341,33.47438726
653,청사랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 청사로 59,126.5252297,33.49094176
654,S&P기독어린이집놀이시설,어린이집,제주특별자치도 서귀포시 신중로 3 ,126.506014,33.25618881
655,효돈어린이집놀이시설,어린이집,제주특별자치도 서귀포시 신효중앙로26번길 25,126.6167506,33.2661842
656,햇님어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 영조사로 10,126.2080975,33.25918574
657,해달별어린이집놀이시설,어린이집,제주특별자치도 서귀포시 중산간동로7920번길 14,126.5696753,33.26655204
658,한울어린이집놀이시설,어린이집,제주특별자치도 서귀포시 서홍로 82 ,126.5534518,33.25521521
659,한솔어린이집놀이시설,어린이집,제주특별자치도 서귀포시 안덕면 사계남로84번길 4-41,126.2956474,33.22563382
660,한사랑어린이집놀이시설,어린이집,제주특별자치도 서귀포시 상효로 141,126.5968695,33.27171091
661,한빛어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍중앙로7번길 11,126.570899,33.2512468
662,푸르른어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍서로 113,126.5694235,33.25885134
663,표선원광어린이집놀이시설,어린이집,제주특별자치도 서귀포시 표선면 표선관정로 81-8,126.8297308,33.32588177
664,표선어린이집놀이시설,어린이집,제주특별자치도 서귀포시 표선면 표선관정로 16,126.8238717,33.32868651
665,평안어린이집놀이시설,어린이집,제주특별자치도 서귀포시 토평로 172,126.5887532,33.28121425
666,토담어린이집놀이시설,어린이집,제주특별자치도 서귀포시 하논로 11,126.5481269,33.25357294
667,태흥어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 태신로 48,126.7447423,33.29027356
668,초록사과어린이집놀이시설,어린이집,제주특별자치도 서귀포시 천제연로207번길 21 ,126.4269092,33.25352144
669,천사어린이집놀이시설,어린이집,제주특별자치도 서귀포시 구산봉로 46,126.4547149,33.26012971
670,인성어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 인성로4번길 25,126.2817553,33.24654343
671,의귀어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 남조로381번길 7,126.7137951,33.31193446
672,은혜어린이집놀이시설,어린이집,제주특별자치도 서귀포시 안덕면 감산중로 16-9,126.3525802,33.25870889
673,은현어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍중앙로52번길 33 ,126.575675,33.25549189
674,은지어린이집놀이시설,어린이집,제주특별자치도 서귀포시 안덕면 일주서로 1870,126.3184816,33.25101554
675,위미어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 태위로115번길 15-1,126.6592763,33.27640715
676,오렌지몬테소리어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍북로 94-5 ,126.5783674,33.25796254
677,예일어린이집놀이시설,어린이집,제주특별자치도 서귀포시 중산간서로 20,126.5083782,33.26132843
678,예사랑어린이집놀이시설,어린이집,제주특별자치도 서귀포시 서호상로 9,126.5205979,33.25815765
679,예국어린이집놀이시설,어린이집,제주특별자치도 서귀포시 칠십리로 199,126.5740114,33.24674946
680,염돈어린이집놀이시설,어린이집,제주특별자치도 서귀포시 염돈로 18,126.4942361,33.25160606
681,연화어린이집놀이시설,어린이집,제주특별자치도 서귀포시 하원북로35번길 15-29,126.4584385,33.26537542
682,에벤에셀어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍로99번길 17,126.5664805,33.25719108
683,에덴어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대포복개로 71,126.4335537,33.24494162
684,안덕어린이집놀이시설,어린이집,제주특별자치도 서귀포시 안덕면 화순재남로 31-18,126.3339238,33.2494947
685,아이사랑어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 상모이교로 59,126.271374,33.2265754
686,신례어린이집 놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 신례로 250,126.6315593,33.28702066
687,슬기어린이집실내놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 삼달로229번길 4,126.8453132,33.37437335
688,슬기샘어린이집놀이시설,어린이집,제주특별자치도 서귀포시 중문상로69번길 8,126.4258834,33.25449043
689,숲속어린이집놀이시설,어린이집,제주특별자치도 서귀포시 호근북로 84,126.5312346,33.26385158
690,성읍어린이집놀이시설,어린이집,제주특별자치도 서귀포시 표선면 성읍민속로 55-18,126.7988755,33.3807883
691,성산포어린이집놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 일출로 294-1,126.9351666,33.46384013
692,성산원광어린이집놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 고성중앙로 76-5,126.9116674,33.44884047
693,서호어린이집놀이시설,어린이집,제주특별자치도 서귀포시 막동산로 16,126.5239532,33.2568813
694,공립토평어린이집놀이시설,어린이집,제주특별자치도 서귀포시 516로97번길 13,126.5813954,33.26207521
695,서귀포어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍로 56,126.5681185,33.25366247
696,샘터어린이집놀이시설,어린이집,제주특별자치도 서귀포시 중산간동로 8178,126.5429592,33.26291274
697,새샘어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 하례로 340,126.6232489,33.27741135
698,삼성어린이집놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 난산온평로 37,126.893286,33.40664852
699,사랑어린이집놀이시설,어린이집,제주특별자치도 서귀포시 천제연로 239-31,126.4301586,33.25385201
700,법환어린이집놀이시설,어린이집,제주특별자치도 서귀포시 법환로71번길 10,126.5088792,33.23905144
701,무지개어린이집놀이시설,어린이집,제주특별자치도 서귀포시 516로 94,126.5835308,33.26213653
702,모슬포중앙어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 상모대서로 56,126.2595056,33.22701897
703,명성어린이집놀이시설,어린이집,제주특별자치도 서귀포시 중앙로 233 ,126.5576187,33.26518407
704,동화나라어린이집놀이시설,어린이집,제주특별자치도 서귀포시 동홍동로 32 ,126.5751484,33.25785233
705,동심어린이집놀이시설,어린이집,제주특별자치도 서귀포시 말질로204번길 34-3,126.4763257,33.23382376
706,동남어린이집놀이시설,어린이집,제주특별자치도 서귀포시 성산읍 고성오조로113번길 18,126.9120287,33.45303318
707,도순원광어린이집놀이시설,어린이집,제주특별자치도 서귀포시 일주서로 341 ,126.4721266,33.25227103
708,대정원광어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 송악관광로 126-30,126.26426,33.22421624
709,대정어린이집놀이시설,어린이집,제주특별자치도 서귀포시 대정읍 비행장로35번길 8,126.2571264,33.220414
710,남제주별어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 남원체육관로 253,126.7124721,33.28018534
711,남원원광어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 남한로 80-3,126.7151382,33.28552013
712,꿈초롱어린이집놀이시설,어린이집,제주특별자치도 서귀포시 칠십리로 720 ,126.6177502,33.25605307
713,꿈동산어린이집놀이시설,어린이집,제주특별자치도 서귀포시 남원읍 태위로20번길 22,126.6500052,33.2703313
714,한마음어린이집 놀이시설,어린이집,제주특별자치도 제주시 남광로 104 ,126.5458905,33.49687095
715,햇살어린이집 놀이시설,어린이집,제주특별자치도 제주시 도남서길 31-2,126.5222885,33.49354498
716,해든어린이집 놀이시설,어린이집,제주특별자치도 제주시 우령6길 63,126.4291331,33.48557544
717,한샘어린이집 놀이시설,어린이집,제주특별자치도 제주시 지석8길 5-10,126.5824726,33.52026132
718,표현어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 함덕16길 37-3,126.6649953,33.54079053
719,참예솔어린이집 놀이시설,어린이집,제주특별자치도 제주시 오등봉동길 58-8,126.5279774,33.4764368
720,징검다리어린이집 놀이시설,어린이집,제주특별자치도 제주시 월구1길 17-15 ,126.503902,33.49670899
721,제일어린이집 놀이시설,어린이집,제주특별자치도 제주시 원남6길 60-1,126.5293455,33.48402437
722,제원어린이집 놀이시설,어린이집,제주특별자치도 제주시 오라로1길 34-7 ,126.5097595,33.49798564
723,인예어린이집 놀이시설,어린이집,제주특별자치도 제주시 대원북길 18-2 ,126.5322048,33.4765521
724,이레몬테소리어린이집 놀이시설,어린이집,제주특별자치도 제주시 아봉로 383,126.5762813,33.47019314
725,요요어린이집 놀이시설,어린이집,제주특별자치도 제주시 거로남4길 11-6,126.5616178,33.50854035
726,요술배어린이집 놀이시설,어린이집,제주특별자치도 제주시 대원길 13-17 ,126.5358407,33.47463646
727,옹기장이어린이집 놀이시설,어린이집,제주특별자치도 제주시 창오길 30-5 ,126.4436036,33.47905103
728,큰숲어린이집 놀이시설,어린이집,제주특별자치도 제주시 월산남2길 8,126.4644067,33.47104694
729,연동어린이집 놀이시설,어린이집,제주특별자치도 제주시 과원로 80-10,126.4919566,33.47669026
730,햇살담음어린이집 놀이시설,어린이집,제주특별자치도 제주시 광평중길 71,126.4682902,33.47982713
731,시계바늘어린이집 놀이시설,어린이집,제주특별자치도 제주시 용원1길 18,126.5099582,33.50470321
732,뽀뽀뽀어린이집 놀이시설,어린이집,제주특별자치도 제주시 원당로3길 5 ,126.5891075,33.52387196
733,똑똑어린이집 놀이시설,어린이집,제주특별자치도 제주시 설촌로8길 17,126.5833931,33.52356423
734,보리수어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 함덕남14길 21,126.6739895,33.53400779
735,보람몬테소리어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하귀3길 21,126.417213,33.48696221
736,별님어린이집 놀이시설,어린이집,제주특별자치도 제주시 황사평6길 92-7,126.5625651,33.49149476
737,백조어린이집 놀이시설,어린이집,제주특별자치도 제주시 오도9길 36,126.46171,33.48951762
738,명주어린이집 놀이시설,어린이집,제주특별자치도 제주시 명주길 30-4,126.4951493,33.49556449
739,로뎀나무어린이집 놀이시설,어린이집,제주특별자치도 제주시 은수길 6-8,126.4854005,33.47558116
740,동연어린이집 놀이시설,어린이집,제주특별자치도 제주시 고사마루길 59,126.4724804,33.47546344
741,노형어린이집 놀이시설,어린이집,제주특별자치도 제주시 아연로 193-3,126.5104595,33.46938116
742,나나어린이집 놀이시설,어린이집,제주특별자치도 제주시 월두2길 59,126.5492855,33.4855505
743,꼬마도깨비어린이집 놀이시설,어린이집,제주특별자치도 제주시 기자길 44,126.5458906,33.48252673
744,YWCA어린이집 놀이시설,어린이집,제주특별자치도 제주시 진남로4길 7,126.5643353,33.52026155
745,화북어린이집 놀이시설,어린이집,제주특별자치도 제주시 진남로6길 31,126.5653407,33.52153634
746,주사랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 애상로 76,126.3304763,33.45810435
747,제주관광대학부속어린이집 놀이시설,어린이집,제주특별자치도 제주시 신대로20길 23,126.4940685,33.48349689
748,신촌어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 신촌서5길 72-1,126.6160777,33.53473303
749,신창성이시돌어린이집 놀이시설,어린이집,제주특별자치도 제주시 한경면 일주서로 4247,126.1833714,33.34537021
750,광림어린이집 놀이시설,어린이집,제주특별자치도 제주시 고산동산6길 10,126.5320313,33.49471838
751,해안어린이집 놀이시설,어린이집,제주특별자치도 제주시 해안마을6길 36,126.451572,33.45586195
752,한수풀어린이집 놀이시설,어린이집,제주특별자치도 제주시 한림읍 한수풀로 92,126.2721992,33.41971914
753,참사랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 광평안길 40-7,126.4680738,33.48177362
754,제주어린이집 놀이시설,어린이집,제주특별자치도 제주시 아봉로 77,126.5521735,33.47846555
755,전원어린이집 놀이시설,어린이집,제주특별자치도 제주시 구남동8길 1-2,126.539623,33.48763349
756,은하어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 함덕8길 4-10,126.6612204,33.54245711
757,용담어린이집 놀이시설,어린이집,제주특별자치도 제주시 성화로 20,126.5055922,33.51164596
758,예지원어린이집 놀이시설,어린이집,제주특별자치도 제주시 벌랑길 45 ,126.5764987,33.52462259
759,예어린이집 놀이시설,어린이집,제주특별자치도 제주시 삼동2길 13 ,126.4934508,33.47688574
760,예심원어린이집 놀이시설,어린이집,제주특별자치도 제주시 노형로 307-5 ,126.470181,33.48026803
761,연세어린이집 놀이시설,어린이집,제주특별자치도 제주시 불택길 76 ,126.5926945,33.50054189
762,애육어린이집 놀이시설,어린이집,제주특별자치도 제주시 다랑곶6길 61,126.4779019,33.49163386
763,신광어린이집 놀이시설,어린이집,제주특별자치도 제주시 신산마을동길 18,126.4509861,33.49060632
764,시온성어린이집 놀이시설,어린이집,제주특별자치도 제주시 월랑로 95,126.4715696,33.49249042
765,성암어린이집 놀이시설,어린이집,제주특별자치도 제주시 한경면 저지1길 16,126.252624,33.32801054
766,선유어린이집 놀이시설,어린이집,제주특별자치도 제주시 구좌읍 일주동로 1908,126.7353209,33.55519845
767,선덕어린이집 놀이시설,어린이집,제주특별자치도 제주시 정실3길 57 ,126.5115626,33.47596711
768,쁘띠어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 신북로 353-12,126.6484424,33.54195238
769,보람어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하귀3길 23,126.4171603,33.48679968
770,반석어린이집 놀이시설,어린이집,제주특별자치도 제주시 매촌안길 35-1 ,126.5922841,33.51223408
771,무궁화어린이집 놀이시설,어린이집,제주특별자치도 제주시 사송길 42,126.5646433,33.47411052
772,명륜원어린이집 놀이시설,어린이집,제주특별자치도 제주시 인다15길 6 ,126.5480892,33.46944378
773,등대어린이집 놀이시설,어린이집,제주특별자치도 제주시 한경면 고산로4길 12-21,126.1822951,33.30434106
774,둥지어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하광로 199,126.419466,33.47027558
775,동남어린이집 놀이시설,어린이집,제주특별자치도 제주시 한림읍 옹포4길 7,126.2521433,33.40153179
776,대림어린이집 놀이시설,어린이집,제주특별자치도 제주시 남광로 140-1 ,126.5491737,33.49873126
777,늘해랑어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 금성6길 29,126.3037833,33.44290942
778,낮은울타리어린이집 놀이시설,어린이집,제주특별자치도 제주시 조천읍 신촌인수물남길 20,126.6216087,33.51570874
779,남국어린이집 놀이시설,어린이집,제주특별자치도 제주시 중앙로 476,126.5434476,33.48060634
780,제주특별자치도공관어린이집 놀이시설,어린이집,제주특별자치도 제주시 삼무로11길 28 ,126.4956814,33.49104974
781,정실어린이집 놀이시설,어린이집,제주특별자치도 제주시 아연로 186 ,126.5092851,33.46969204
782,용담동어린이집 놀이시설,어린이집,제주특별자치도 제주시 용담로 98-10 ,126.512375,33.51125827
783,공립새솔어린이집 놀이시설,어린이집,제주특별자치도 제주시 애월읍 하귀11길 32,126.4136329,33.48335696
784,건입동어린이집 놀이시설,어린이집,제주특별자치도 제주시 연무정동길 22-1,126.5349221,33.51542965
